text,speaker
tiger got your hair .,child
yeah ‡ and it got very long .,child
what's that ?,child
I don't want that .,child
that's the airplane .,child
mhm ‡ airplane .,child
I did my airplane .,child
my Aaron did .,child
Marky draw Marky here .,child
hm ‡ Marky need haircut .,child
right there on your hair „ okay ?,child
and Marky hair .,child
Marky hair dirty .,child
tiger in your hair .,child
tiger got Marky hair .,child
no ‡ he .,child
dirty food .,child
yeah ‡ he need haircut .,child
Marky need a haircut .,child
that hurt ?,child
that silly ?,child
I'm sorry .,child
I go on the water .,child
I go on the water .,child
I go on the water .,child
and then I swim .,child
and then I swim .,child
and then I swim .,child
the tiger in the water .,child
Aaron in the water .,child
back float ?,child
the back float ?,child
I can .,child
in here .,child
I go right here .,child
I go right here .,child
I go right here .,child
yeah ‡ and they .,child
yeah ‡ and they .,child
yeah ‡ and they .,child
and then kick .,child
I kick my hands .,child
I kick my hands .,child
I kick my hands .,child
I kick my hands .,child
I kick my hands .,child
I kick my hands .,child
I kick my hands .,child
I_mean ‡ I kick my toes .,child
and Quinn does .,child
Quinn does .,child
Quinn preschool .,child
it's at my preschool .,child
Timmy does .,child
Timmy my friend .,child
Kacey likes me .,child
and I like kicking my feet .,child
I get dressed .,child
I put my credible hulk on .,child
I check .,child
I check .,child
I get my towels .,child
and then I get my towel .,child
and I get preschool .,child
what's that ?,child
what's that ?,child
and I be quiet in the bus .,child
teacher say yelled .,child
she credible hulk .,child
he dip me in the water .,child
tiger got me in the water .,child
where Marky going ?,child
ow ‡ that really hurt //.,child
that hurts .,child
no ‡ right there .,child
ow ‡ that really hurts .,child
it hurt me ?,child
I do .,child
it hurt you ?,child
that hurt ?,child
do it to me .,child
ow ‡ that really hurt .,child
that's nice .,child
I'm gonna hit your tummy .,child
that hurt ?,child
a nice one „ okay ?,child
very nice .,child
okay ‡ do again .,child
that nice ?,child
where Marky going ?,child
hit on my tummy .,child
that's nice .,child
no ‡ it didn't .,child
that nice ?,child
it hurt .,child
you a nice one „ okay ?,child
you a nice one „ okay ?,child
you a nice one „ okay ?,child
that nice one .,child
I wanna do again .,child
a nice one .,child
ow ow .,child
yeah yeah ‡ bite .,child
is that a clock ?,child
that clock ?,child
that flowers ?,child
what's that ?,child
they're bad .,child
they're gonna bite me .,child
because they're gonna be a spaceship .,child
I need a band-aid .,child
I needta go to the doctor .,child
because I wanna .,child
tiger got me ?,child
at the circus .,child
no ‡ at the circus .,child
lion got me .,child
and there's tigers .,child
and there's tigers .,child
and there's tigers .,child
they couldn't get me .,child
and then all gone .,child
circus elephants .,child
yep ‡ and horsies .,child
circus went byebye .,child
because circus .,child
next year „ okay ?,child
all gone .,child
all gone circus .,child
circus all gone .,child
circus all gone .,child
circus all gone .,child
the circus .,child
the circus .,child
the circus all gone .,child
circus is .,child
not funny .,child
you promised .,child
you promised .,child
no ‡ wanna get the tree off .,child
they're bad .,child
they're incredible hulks .,child
because I said not .,child
I not .,child
stop yelling with Daddy .,child
I wanna get up there .,child
yeah ‡ I wanna be Captain_Marrel .,child
yeah „ okay ?,child
I wanna .,child
I help me .,child
yeah ‡ you can fly .,child
no no ‡ make me Captain_Marvel .,child
tiger's gonna feed my breast .,child
from my milk .,child
that tiger .,child
because he wanna .,child
he wanna .,child
I want be Captain_Marrel .,child
that Mickey_Mouse .,child
because I don't wanna .,child
my socks .,child
put my socks on .,child
he do .,child
he do .,child
he do .,child
you put my socks on .,child
I hurt myself on tiger .,child
I hurt myself on tiger .,child
I hurt myself on tiger .,child
owie owie .,child
my owie owie .,child
my owie owie .,child
my owie owie .,child
my owie owie .,child
that Mark .,child
oh yeah .,child
I wanna be Bider_Man .,child
you be incredible hulk .,child
I be Bider_Man .,child
mm ‡ we're gonna get a man .,child
no ‡ it make me sick .,child
because it make my tummy hurt .,child
because tummy gotta make me busy .,child
because tummy gotta make me busy .,child
because tummy gotta make me busy .,child
I already sick .,child
up there .,child
up air .,child
up there .,child
in my house .,child
in my house bedroom .,child
up air .,child
and there airplanes over there .,child
yeah ‡ where going ?,child
they're doing ?,child
I gonna go Albuquerque .,child
okay ‡ here is .,child
here is .,child
get canny .,child
get canny „ okay ?,child
I got presents .,child
I got presents .,child
Mickey_Mouf presents .,child
and Ernie .,child
yeah ‡ and Bibird .,child
and what's about Franklin ?,child
no more .,child
this my suitcase .,child
I see you again .,child
Daddy going to Albuquerque .,child
four days .,child
I gonna get a present ?,child
you get out .,child
you get out .,child
you get out .,child
you drive the airplane „ okay ?,child
I want my suitcase .,child
from my pocket .,child
in my popup .,child
it's some money .,child
no ‡ I wanna give him dollars .,child
no ‡ //.,child
okay ‡ I give it .,child
mm okay .,child
the hair .,child
here ‡ you getting five .,child
come_on „ Mark .,child
give five .,child
here ‡ one for you .,child
this one .,child
think it was him .,child
that's mine .,child
that's mine .,child
I want see that .,child
let me see that .,child
yes ‡ a circle .,child
because there's ...,child
there it is .,child
oops ‡ my balloon .,child
I pop my balloon .,child
this here my balloon .,child
I popped it .,child
because my balloon broken .,child
I did it .,child
what is it ?,child
you'll mess up the recording .,child
I'm gonna hit Mark .,child
I'm gonna hit Mark .,child
I'm gonna spank him .,child
ow ‡ I'm nice .,child
you bank him .,child
he got the paper .,child
he got the paper .,child
he got the paper .,child
he got the paper .,child
oh no ‡ where's the circle ?,child
I see it .,child
you make a circle .,child
oh no .,child
play with my puppet .,child
I'll play with my .,child
he give five .,child
my telephone .,child
I need it .,child
I get Daddy .,child
want candy .,child
want candy .,child
and I go outside .,child
and I go swimming .,child
I lay down the cot .,child
I see the kids .,child
they're quiet .,child
because they're laying down .,child
cream on my bottle .,child
cream on my bottle .,child
I better get it off .,child
oh no .,child
I go down in there .,child
I did paddle .,child
I did a paddle and I get a bench at the preschool .,child
carrot sticks .,child
where's my Bondo ?,child
at preschool ?,child
I put //.,child
I kick .,child
and a man yelled .,child
I splashed him .,child
no ‡ this is mean .,child
my tummy .,child
"no ‡ the man that got me , the man , he yelled at me .",child
I'm gonna get a back //.,child
I'm gonna give the bath the swim //.,child
I go preschool tomorrow „ okay ?,child
no no ‡ bath .,child
I go slimming .,child
like here .,child
"and I yell ""/.",child
man ‡ kick //.,child
man ‡ help me .,child
because he a mean .,child
"he say ""/.",child
and see down there .,child
man yell me .,child
it's funny yell //.,child
it's funny man yell me .,child
because he mean .,child
he a incredible hulk .,child
the incredible hulk yelled at me .,child
yeah ‡ yell at me .,child
no ‡ incredible hulk gonna put me in water .,child
hulk got my /.,child
you throw Marky ?,child
you throw him the water .,child
you throw him .,child
I'm gonna throw him in the water .,child
okay ‡ you throw me .,child
Mommy's mad .,child
you get that nine .,child
I gonna make a tother nine .,child
another tiger nine .,child
that's be scary .,child
that's be scary .,child
a tiger nine „ okay ?,child
mm ‡ tiger /.,child
a scary ?,child
not scary .,child
not scary .,child
tiger not incredible hulk on tv .,child
incredible hulk scared .,child
incredible hulk is ...,child
incredible hulk is scary .,child
that's not scary .,child
nine not scary .,child
you make a /.,child
look at the tree .,child
stop there stop it stop right there !,child
I yelled at the wind .,child
the wind not nice .,child
I wanna see that picture .,child
that the airplane .,child
I want bread .,child
I want peanutbutter sandwich .,child
I calmed down .,child
I just calmed down .,child
I hit lion !,child
the snake bad the lion bad .,child
no the lion nice .,child
the big lion the big lion nice .,child
I have play outside .,child
I hafta get my ball .,child
I go to Albuquerque .,child
let's go get Jamie .,child
pick up daddy with Jamie .,child
not with Jamie ?,child
my own daddy .,child
and Marky's own daddy ?,child
and you own daddy ?,child
you yelling at me ?,child
you yell me ?,child
you yell at me ?,child
mommy yell at Mark ?,child
Marky you bad .,child
you stop Marky feed ?,child
"I wanna say ""/.",child
I just wanna .,child
you doing ?,child
that my spaceship .,child
that Marky's ?,child
that mine ?,child
chair my chair ?,child
I wanna say why .,child
I wanna sit Marky's chair .,child
I wanna go conference .,child
I hafta go .,child
will you get my tricycle ?,child
are you get it right away ?,child
Marky like Samoo ?,child
oh yeah .,child
some carrots .,child
in the kitchen .,child
I wanna get dressed .,child
I know where it is .,child
daddy can't see it !,child
you get your glasses ?,child
they were right there .,child
on the chair .,child
in the room .,child
I drive myself all over .,child
I finish .,child
I all finish .,child
I can reach .,child
Marky wants to go pee_pee in the bathtub .,child
he maybe .,child
Marky might fall .,child
mommy take me to Delma's .,child
I want my glasses sun .,child
I want it back .,child
want more mutzik .,child
I want the green one .,child
the balloon .,child
no not that one .,child
big record .,child
I want Maureen .,child
right there ...,child
no mommy .,child
right there .,child
want lot of music .,child
balloon music .,child
do you wanna talk bed ?,child
is the boy here ?,child
two flowers .,child
right there .,child
the circle .,child
you can't have my circle .,child
Marky Marky Marky Marky mommy come back ?,child
I want more falls .,child
you do more noisy ?,child
daddy's afraid .,child
where's the chicken ?,child
I do .,child
I get the chicken .,child
in the pot .,child
Grover falled .,child
he dirty .,child
I got raisins .,child
